,emotion
18532,Not classified
18533,Not classified
18534,Not classified
18535,Not classified
18536,Surprise
18537,Not classified
18538,Angry
18539,Not classified
18540,Happy
18541,Not classified
18542,Surprise
18543,Not classified
18544,Happy
18545,Not classified
18546,Not classified
18547,Fear
18548,Not classified
18549,Not classified
18550,Surprise
18551,Sad
18552,Not classified
18553,Surprise
18554,Surprise
18555,Happy
18556,Not classified
18557,Sad
18558,Happy
18559,Not classified
18560,Not classified
18561,Not classified
18562,Sad
18563,Angry
18564,Sad
18565,Not classified
18566,Surprise
18567,Happy
18568,Not classified
18569,Happy
18570,Sad
18571,Not classified
18572,Not classified
18573,Not classified
18574,Not classified
18575,Angry
18576,Not classified
18577,Not classified
18578,Not classified
18579,Not classified
18580,Fear
18581,Surprise
18582,Not classified
18583,Not classified
18584,Fear
18585,Not classified
18586,Angry
18587,Not classified
18588,Happy
18589,Not classified
18590,Sad
18591,Not classified
18592,Not classified
18593,Fear
18594,Happy
18595,Surprise
18596,Not classified
18597,Surprise
18598,Not classified
18599,Angry
18600,Sad
18601,Not classified
18602,Not classified
18603,Happy
18604,Happy
18605,Not classified
18606,Sad
18607,Surprise
18608,Fear
18609,Not classified
18610,Not classified
18611,Sad
18612,Not classified
18613,Angry
18614,Not classified
18615,Not classified
18616,Angry
18617,Fear
18618,Surprise
18619,Sad
18620,Surprise
18621,Not classified
18622,Surprise
18623,Not classified
18624,Happy
18625,Fear
18626,Not classified
18627,Happy
18628,Sad
18629,Happy
18630,Happy
18631,Not classified
18632,Not classified
18633,Happy
18634,Not classified
18635,Not classified
18636,Not classified
18637,Not classified
18638,Surprise
18639,Not classified
18640,Happy
18641,Not classified
18642,Happy
18643,Not classified
18644,Happy
18645,Happy
18646,Fear
18647,Not classified
18648,Not classified
18649,Surprise
18650,Happy
18651,Not classified
18652,Surprise
18653,Happy
18654,Fear
18655,Not classified
18656,Not classified
18657,Sad
18658,Not classified
18659,Not classified
18660,Happy
18661,Not classified
18662,Fear
18663,Not classified
18664,Happy
18665,Not classified
18666,Angry
18667,Fear
18668,Fear
18669,Not classified
18670,Happy
18671,Not classified
18672,Sad
18673,Not classified
18674,Sad
18675,Surprise
18676,Angry
18677,Happy
18678,Fear
18679,Fear
18680,Sad
18681,Happy
18682,Happy
18683,Not classified
18684,Sad
18685,Happy
18686,Not classified
18687,Not classified
18688,Not classified
18689,Sad
18690,Not classified
18691,Not classified
18692,Not classified
18693,Not classified
18694,Not classified
18695,Surprise
18696,Angry
18697,Not classified
18698,Fear
18699,Surprise
18700,Happy
18701,Not classified
18702,Fear
18703,Not classified
18704,Not classified
18705,Not classified
18706,Happy
18707,Happy
18708,Not classified
18709,Fear
18710,Not classified
18711,Happy
18712,Not classified
18713,Surprise
18714,Not classified
18715,Not classified
18716,Sad
18717,Happy
18718,Angry
18719,Not classified
18720,Happy
18721,Fear
18722,Not classified
18723,Happy
18724,Not classified
18725,Sad
18726,Surprise
18727,Not classified
18728,Sad
18729,Not classified
18730,Not classified
18731,Surprise
18732,Happy
18733,Fear
18734,Happy
18735,Happy
18736,Not classified
18737,Surprise
18738,Surprise
18739,Fear
18740,Sad
18741,Happy
18742,Not classified
18743,Sad
18744,Not classified
18745,Surprise
18746,Not classified
18747,Not classified
18748,Not classified
18749,Angry
18750,Not classified
18751,Sad
18752,Not classified
18753,Sad
18754,Surprise
18755,Not classified
18756,Sad
18757,Not classified
18758,Not classified
18759,Surprise
18760,Not classified
18761,Fear
18762,Surprise
18763,Surprise
18764,Happy
18765,Not classified
18766,Angry
18767,Sad
18768,Not classified
18769,Not classified
18770,Not classified
18771,Sad
18772,Not classified
18773,Fear
18774,Fear
18775,Not classified
18776,Not classified
18777,Happy
18778,Not classified
18779,Sad
18780,Sad
18781,Happy
18782,Not classified
18783,Surprise
18784,Not classified
18785,Not classified
18786,Angry
18787,Not classified
18788,Not classified
18789,Not classified
18790,Not classified
18791,Happy
18792,Not classified
18793,Not classified
18794,Not classified
18795,Not classified
18796,Surprise
18797,Not classified
18798,Not classified
18799,Happy
18800,Fear
18801,Not classified
18802,Not classified
18803,Happy
18804,Happy
18805,Happy
18806,Happy
18807,Happy
18808,Not classified
18809,Angry
18810,Not classified
18811,Not classified
18812,Fear
18813,Not classified
18814,Fear
18815,Surprise
18816,Happy
18817,Sad
18818,Fear
18819,Surprise
18820,Happy
18821,Angry
18822,Not classified
18823,Not classified
18824,Sad
18825,Surprise
18826,Sad
18827,Happy
18828,Angry
18829,Not classified
18830,Not classified
18831,Not classified
18832,Not classified
18833,Not classified
18834,Not classified
18835,Not classified
18836,Sad
18837,Not classified
18838,Not classified
18839,Sad
18840,Not classified
18841,Not classified
18842,Happy
18843,Happy
18844,Not classified
18845,Not classified
18846,Fear
18847,Not classified
18848,Not classified
18849,Sad
18850,Not classified
18851,Surprise
18852,Not classified
18853,Happy
18854,Surprise
18855,Not classified
18856,Fear
18857,Fear
18858,Happy
18859,Not classified
18860,Not classified
18861,Not classified
18862,Not classified
18863,Happy
18864,Not classified
18865,Not classified
18866,Surprise
18867,Surprise
18868,Not classified
18869,Not classified
18870,Not classified
18871,Happy
18872,Not classified
18873,Not classified
18874,Angry
18875,Surprise
18876,Not classified
18877,Happy
18878,Not classified
18879,Sad
18880,Not classified
18881,Not classified
18882,Angry
18883,Not classified
18884,Happy
18885,Happy
18886,Not classified
18887,Not classified
18888,Happy
18889,Fear
18890,Not classified
18891,Surprise
18892,Not classified
18893,Not classified
18894,Not classified
18895,Happy
18896,Angry
18897,Surprise
18898,Not classified
18899,Surprise
18900,Happy
18901,Sad
18902,Not classified
18903,Surprise
18904,Not classified
18905,Not classified
18906,Angry
18907,Happy
18908,Not classified
18909,Happy
18910,Fear
18911,Not classified
18912,Angry
18913,Not classified
18914,Not classified
18915,Not classified
18916,Surprise
18917,Not classified
18918,Happy
18919,Happy
18920,Not classified
18921,Fear
18922,Happy
18923,Fear
18924,Not classified
18925,Happy
18926,Surprise
18927,Surprise
18928,Fear
18929,Angry
18930,Not classified
18931,Fear
18932,Not classified
18933,Not classified
18934,Not classified
18935,Happy
18936,Not classified
18937,Not classified
18938,Sad
18939,Not classified
18940,Sad
18941,Happy
18942,Angry
18943,Not classified
18944,Not classified
18945,Not classified
18946,Fear
18947,Fear
18948,Not classified
18949,Surprise
18950,Surprise
18951,Fear
18952,Sad
18953,Not classified
18954,Surprise
18955,Sad
18956,Not classified
18957,Not classified
18958,Not classified
18959,Not classified
18960,Angry
18961,Not classified
18962,Happy
18963,Not classified
18964,Not classified
18965,Sad
18966,Not classified
18967,Fear
18968,Surprise
18969,Sad
18970,Not classified
18971,Not classified
18972,Fear
18973,Sad
18974,Angry
18975,Not classified
18976,Not classified
18977,Happy
18978,Not classified
18979,Not classified
18980,Happy
18981,Happy
18982,Not classified
18983,Happy
18984,Angry
18985,Happy
18986,Happy
18987,Not classified
18988,Not classified
18989,Not classified
18990,Surprise
18991,Not classified
18992,Happy
18993,Surprise
18994,Not classified
18995,Sad
18996,Not classified
18997,Fear
18998,Not classified
18999,Fear
19000,Not classified
19001,Fear
19002,Happy
19003,Sad
19004,Not classified
19005,Not classified
19006,Not classified
19007,Not classified
19008,Happy
19009,Not classified
19010,Happy
19011,Happy
19012,Not classified
19013,Surprise
19014,Not classified
19015,Happy
19016,Not classified
19017,Fear
19018,Not classified
19019,Happy
19020,Not classified
19021,Happy
19022,Fear
19023,Sad
19024,Fear
19025,Surprise
19026,Not classified
19027,Angry
19028,Sad
19029,Sad
19030,Not classified
19031,Not classified
19032,Surprise
19033,Surprise
19034,Not classified
19035,Surprise
19036,Sad
19037,Happy
19038,Not classified
19039,Not classified
19040,Happy
19041,Not classified
19042,Not classified
19043,Happy
19044,Happy
19045,Angry
19046,Not classified
19047,Sad
19048,Not classified
19049,Fear
19050,Happy
19051,Not classified
19052,Happy
19053,Not classified
19054,Not classified
19055,Not classified
19056,Not classified
19057,Not classified
19058,Angry
19059,Surprise
19060,Not classified
19061,Not classified
19062,Not classified
19063,Happy
19064,Not classified
19065,Not classified
19066,Angry
19067,Not classified
19068,Happy
19069,Angry
19070,Happy
19071,Happy
19072,Not classified
19073,Not classified
19074,Happy
19075,Not classified
19076,Surprise
19077,Happy
19078,Fear
19079,Not classified
19080,Happy
19081,Not classified
19082,Surprise
19083,Not classified
19084,Happy
19085,Not classified
19086,Not classified
19087,Sad
19088,Fear
19089,Not classified
19090,Surprise
19091,Not classified
19092,Not classified
19093,Surprise
19094,Not classified
19095,Not classified
19096,Not classified
19097,Not classified
19098,Happy
19099,Fear
19100,Angry
19101,Not classified
19102,Not classified
19103,Not classified
19104,Not classified
19105,Not classified
19106,Happy
19107,Not classified
19108,Sad
19109,Not classified
19110,Surprise
19111,Not classified
19112,Sad
19113,Not classified
19114,Not classified
19115,Not classified
19116,Surprise
19117,Fear
19118,Not classified
19119,Not classified
19120,Not classified
19121,Sad
19122,Not classified
19123,Angry
19124,Not classified
19125,Surprise
19126,Sad
19127,Surprise
19128,Happy
19129,Surprise
19130,Sad
19131,Not classified
19132,Fear
19133,Not classified
19134,Not classified
19135,Not classified
19136,Not classified
19137,Fear
19138,Happy
19139,Not classified
19140,Not classified
19141,Fear
19142,Fear
19143,Not classified
19144,Happy
19145,Not classified
19146,Happy
19147,Not classified
19148,Happy
19149,Not classified
19150,Fear
19151,Surprise
19152,Fear
19153,Happy
19154,Fear
19155,Surprise
19156,Angry
19157,Surprise
19158,Happy
19159,Not classified
19160,Not classified
19161,Not classified
19162,Happy
19163,Not classified
19164,Not classified
19165,Not classified
19166,Surprise
19167,Not classified
19168,Surprise
19169,Not classified
19170,Happy
19171,Not classified
19172,Not classified
19173,Not classified
19174,Happy
19175,Fear
19176,Happy
19177,Not classified
19178,Not classified
19179,Surprise
19180,Surprise
19181,Not classified
19182,Angry
19183,Fear
19184,Not classified
19185,Sad
19186,Not classified
19187,Not classified
19188,Angry
19189,Not classified
19190,Sad
19191,Surprise
19192,Not classified
19193,Happy
19194,Not classified
19195,Happy
19196,Sad
19197,Not classified
19198,Not classified
19199,Fear
19200,Not classified
19201,Not classified
19202,Not classified
19203,Not classified
19204,Surprise
19205,Not classified
19206,Not classified
19207,Happy
19208,Not classified
19209,Surprise
19210,Not classified
19211,Not classified
19212,Not classified
19213,Not classified
19214,Sad
19215,Not classified
19216,Not classified
19217,Angry
19218,Not classified
19219,Happy
19220,Not classified
19221,Fear
19222,Surprise
19223,Surprise
19224,Happy
19225,Not classified
19226,Happy
19227,Surprise
19228,Not classified
19229,Surprise
19230,Fear
19231,Not classified
19232,Not classified
19233,Not classified
19234,Happy
19235,Not classified
19236,Not classified
19237,Happy
19238,Not classified
19239,Not classified
19240,Fear
19241,Happy
19242,Fear
19243,Not classified
19244,Not classified
19245,Not classified
19246,Happy
19247,Happy
19248,Not classified
19249,Sad
19250,Not classified
19251,Happy
19252,Not classified
19253,Not classified
19254,Surprise
19255,Fear
19256,Not classified
19257,Happy
19258,Fear
19259,Not classified
19260,Angry
19261,Sad
19262,Not classified
19263,Happy
19264,Happy
19265,Not classified
19266,Not classified
19267,Not classified
19268,Fear
19269,Fear
19270,Not classified
19271,Not classified
19272,Not classified
19273,Not classified
19274,Not classified
19275,Not classified
19276,Angry
19277,Not classified
19278,Not classified
19279,Not classified
19280,Not classified
19281,Not classified
19282,Not classified
19283,Not classified
19284,Happy
19285,Not classified
19286,Sad
19287,Angry
19288,Not classified
19289,Surprise
19290,Happy
19291,Not classified
19292,Not classified
19293,Happy
19294,Not classified
19295,Angry
19296,Not classified
19297,Not classified
19298,Angry
19299,Surprise
19300,Sad
19301,Not classified
19302,Happy
19303,Fear
19304,Fear
19305,Not classified
19306,Not classified
19307,Surprise
19308,Happy
19309,Happy
19310,Happy
19311,Not classified
19312,Not classified
19313,Fear
19314,Not classified
19315,Not classified
19316,Fear
19317,Surprise
19318,Not classified
19319,Not classified
19320,Not classified
19321,Sad
19322,Not classified
19323,Not classified
19324,Surprise
19325,Not classified
19326,Happy
19327,Not classified
19328,Happy
19329,Not classified
19330,Not classified
19331,Not classified
19332,Surprise
19333,Sad
19334,Not classified
19335,Not classified
19336,Not classified
19337,Sad
19338,Surprise
19339,Angry
19340,Happy
19341,Surprise
19342,Not classified
19343,Happy
19344,Not classified
19345,Not classified
19346,Not classified
19347,Not classified
19348,Not classified
19349,Happy
19350,Not classified
19351,Not classified
19352,Happy
19353,Not classified
19354,Not classified
19355,Not classified
19356,Not classified
19357,Fear
19358,Not classified
19359,Happy
19360,Not classified
19361,Surprise
19362,Not classified
19363,Surprise
19364,Not classified
19365,Happy
19366,Happy
19367,Fear
19368,Surprise
19369,Happy
19370,Sad
19371,Fear
19372,Surprise
19373,Sad
19374,Not classified
19375,Not classified
19376,Not classified
19377,Not classified
19378,Surprise
19379,Surprise
19380,Not classified
19381,Surprise
19382,Not classified
19383,Angry
19384,Not classified
19385,Not classified
19386,Not classified
19387,Not classified
19388,Not classified
19389,Not classified
19390,Not classified
19391,Not classified
19392,Not classified
19393,Not classified
19394,Sad
19395,Not classified
19396,Happy
19397,Surprise
19398,Not classified
19399,Angry
19400,Not classified
